target,ref,tcr_concat,tcr_concat_cov
6ZKX,4PRI,46.22641509433962,0.9272727272727272
6ZKX,4PRP,46.22641509433962,0.9272727272727272
6ZKX,4QOK,42.592592592592595,0.9772727272727273
6ZKX,4QRP,31.506849315068493,0.990909090909091
6ZKX,4QRR,35.90909090909091,0.9690265486725663
6ZKX,5BRZ,59.817351598173516,0.9863636363636363
6ZKX,5BS0,59.817351598173516,0.9863636363636363
6ZKX,5C07,40.90909090909091,0.9954545454545455
6ZKX,5C08,40.90909090909091,0.9954545454545455
6ZKX,5C09,40.90909090909091,0.9954545454545455
6ZKX,5C0A,40.90909090909091,0.9954545454545455
6ZKX,5C0B,40.90909090909091,0.9954545454545455
6ZKX,5C0C,40.90909090909091,0.9954545454545455
6ZKX,5D2L,37.78801843317972,0.9818181818181818
6ZKX,5D2N,30.136986301369863,0.9772727272727273
6ZKX,5E6I,49.06542056074766,0.9590909090909091
6ZKX,5E9D,63.926940639269404,0.9954545454545455
6ZKX,5EU6,62.72727272727273,0.9863636363636363
6ZKX,5EUO,48.1651376146789,0.9818181818181818
6ZKX,5HHM,48.095238095238095,0.9545454545454546
6ZKX,5HHO,49.04761904761905,0.9545454545454546
6ZKX,5HYJ,40.90909090909091,0.9954545454545455
6ZKX,5ISZ,49.53703703703704,0.9818181818181818
6ZKX,5IVX,48.1651376146789,0.9818181818181818
6ZKX,5JHD,43.63636363636363,0.9684684684684685
6ZKX,5JZI,45.833333333333336,0.9681818181818181
6ZKX,5M00,47.92626728110599,0.9863636363636363
6ZKX,5M01,47.92626728110599,0.9863636363636363
6ZKX,5M02,47.92626728110599,0.9863636363636363
6ZKX,5MEN,70.0,0.9454545454545454
6ZKX,5NHT,48.38709677419355,0.9863636363636363
6ZKX,5NME,38.888888888888886,0.9818181818181818
6ZKX,5NMF,38.888888888888886,0.9818181818181818
6ZKX,5NMG,38.888888888888886,0.9818181818181818
6ZKX,5NQK,47.92626728110599,0.9863636363636363
6ZKX,5SWS,38.99082568807339,0.9863636363636363
6ZKX,5SWZ,39.726027397260275,0.990909090909091
6ZKX,5TEZ,48.18181818181818,0.990909090909091
6ZKX,5TIL,47.92626728110599,0.9863636363636363
6ZKX,5TJE,47.92626728110599,0.9863636363636363
6ZKX,5W1V,39.44954128440367,0.9454545454545454
6ZKX,5W1W,39.44954128440367,0.9454545454545454
6ZKX,5WKF,33.48623853211009,0.9863636363636363
6ZKX,5WKH,33.944954128440365,0.9863636363636363
6ZKX,5WLG,51.18483412322275,0.9590909090909091
6ZKX,5XOT,55.0,0.9954545454545455
6ZKX,5XOV,34.09090909090909,0.9733333333333334
6ZKX,5YXN,45.833333333333336,0.9681818181818181
6ZKX,5YXU,46.2962962962963,0.9681818181818181
